rumi,predicted,true
kandil,کنديل,قنديل
kandul,کاندول,کندول
kandut,کاندوت,کندوت
kangen,کاڠين,کاڠن
kangjeng,کڠجيڠ,کڠجڠ
berkanjang,برکانجڠ,برکنجڠ
kantata,کنتات,کنتاتا
kantonmen,کنتونمن,کنتونمين
mengantungi,مڠنتوڠي,مڠانتوڠي
kanun,کانون,قانون
terkanun,ترکانون,ترقانون
kanyon,کاڽون,کنيون
kaplok,کاڤلوق,کڤلوق
karaf,کرف,کارف
karabin,کرابين,کارابين
karamah,کارامه,کرامه
karamel,کارامل,کاراميل
berkaramel,برکارامل,برکاراميل
dikaran,دکرن,دکارن
mengaran,مڠرن,مڠارن
karaoke,کاراوکي,کاراءوکي
berkaraoke,برکاراوکي,برکاراءوکي
karar,کارر,قرار
dikarate,دکارتي,دکاراتي
karenah,کارينه,قرينه
kariah,کرية,قريه
karib,کريب,قريب
karier,کارير,کاريئر
karim,کاريم,کريم
karkausar,کرکور,کرکاور
karpel,کرڤل,کرڤيل
kartel,کرتل,کرتيل
karun,کارون,قارون
karunia,کارونيا,کرونيا
kasab,کسب,کاسب
kaserol,کاسرول,کاسيرول
kasid,کاسيد,قاصد
mengasihani,مڠاسيهاني,مڠاسيهني
kasisang,کاسيسڠ,کسيسڠ
kasmutik,کسموتيک,کسموتيق
kasok,کاسوق,کاسوک
berkata-kata,برکات٢,برکاتا-کات
katakana,کاتاکان,کاتاکانا
pengkatalogan,ڤڠکاتالوݢن,ڤڠکاتالوݢنݢ
katamaran,کاتامرن,کاتامارن
katapel,کاتاڤل,کاتاڤيل
katedral,کاتيدرل,کاتدرل
katel,کاتل,کاتيل
katifah,کاتيفه,قطيفه
kaudal,قودل,کاودل
kaul,قول,کاءول
kaula,کاولا,کاءولا
berkaum-kaum,برقوم-قاءوم,برقوم-قوم
kaus,کاءوس,قوس
kausatif,کوساتيف,کاوساتيف
kekaustikan,ککاءوستيکن,ککاوستيکن
berkawad,برکود,برکاود
mengawali,مڠاوالي,مڠاولي
kawanua,کاونوا,کاوانوا
kaya-raya,کاي٢,کاي-راي
kaya,کاي,کايا
kazab,کذب,کذاب
kecah,کچه,کيچه
berkecah,برکچه,برکيچه
kecah-becah,کچه-بچه,کيچه-بچه
mengecahkan,مڠچهکن,مڠيچهکن
kecak,کيچق,کچق
berkecak,برکيچق,برکچق
berkecapi,برکچڤي,برکچاڤي
kecar,کيچر,کچر
keci,کچي,کيچي
mengecu,مڠچو,مڠيچو
mengedang,مڠيدڠ,مڠدڠ
mengedangkan,مڠيدڠکن,مڠدڠکن
kedangan,کدڠن,کداڠا
kedari,کدري,کداري
kedeki,کدقي,کدکي
kedera,کدرا,کديرا
berkedera,برکدرا,برکديرا
kedi,کدي,کيدي
berkedok,برکيدوق,برکدوق
keembung,کامبوڠ,کيئمبوڠ
kei,کي,کئي
berkedai,برکداي,برکجاي
pengeji,ڤڠيجي,ڤڠجي
keju,کجو,کيجو
kekah,ککه,قيقه
k-ekonomi,کو-ايکونومي,کي-ايکونومي
kelah,کله,کيله
berkelah,برکله,برکيله
perkelahan,ڤرکلهن,ڤرکيلهن
berkelahi,برکلهي,برکلاهي
kelambai,کلمباي,کلامباي
kelamkari,کلمکري,کلمکاري
kelang,کلڠ,کيلڠ
kelangkang,کلڠکڠ,کلاڠکڠ
kelanjar,کلنجر,کلانجر
berkelanjaran,برکلنجرن,برکلانجرن
mengelanjar,مڠلنجر,مڠلانجر
kelantang,کلانتڠ,کلنتڠ
mengelantang,مڠلانتڠ,مڠلنتڠ
kelanting,کلانتيڠ,کلنتيڠ
kelebak,کلبق,کليبق
kelebang,کلبڠ,کليبڠ
kelebat,کلبت,کليبت
keledi,کليدي,کلدي
kelekan,کلکن,کيليقن
kelembahang,کلمبهڠ,کلمباهڠ
kelemban,کلمبن,کليمبن
berkelemban,برکلمبن,برکليمبن
kelemek,کلمق,کليميق
kelengkang,کلڠکڠ,کليڠکڠ
kelentang,کلنتڠ,کلينتڠ
kelenteng,کلينتيڠ,کلنتيڠ
kelepak,کلڤق,کليڤق
kelesa,کليسا,کلسا
kelesah,کلسه,کليسه
keletak,کليتق,کلتق
keletang,کليتڠ,کلتڠ
kelian,کلين,کليان
kelima,کليم,کليما
kelvin,کلۏين,کيلۏين
kem,کم,کيم
ke,کي,ک
kemabal,کمبل,کمابل
kemang,کيمڠ,کمڠ
kemar,کمر,کيمر
kemarahan,کمارهن,کماراهن
kemdian,کمدين,کمديان
kemendang,کميندڠ,کمندڠ
berkemendang,برکميندڠ,برکمندڠ
mengemendang,مڠميندڠ,مڠمندڠ
kemofisiologi,کموفيسيولوݢي,کيموفيسيولوݢي
kemoterapi,کيموتيراڤي,کيموتيرافي
kempeitai,کمڤيتاي,کيمڤيتاي
dikenai,دکناي,دکناءي
mengenai,مڠناي,مڠناءي
perkenakan,ڤرکنقن,ڤرکناکن
kena,کنا,کينا
kenanga,کناڠا,کناڠاݢ
kendeka,کنديک,کنديکا
dikenderai,دکندراي,دکندراءي
mengenderai,مڠندراي,مڠندراءي
kenduri-kendara,کندوري٢,کندوري-کندارا
kenerian,کنرين,کنريان
kenes,کينيس,کنيس
terkengkeng-kengkeng,ترکيڠکيڠ-کيڠکيڠکيڠکيڠکيڠکيڠ,ترکيڠکيڠ-کيڠکيڠ
kepak,کڤق,کيڤق
dikepak,دکڤق,دکيڤق
mengepak,مڠڤق,مڠيڤق
terkepak,ترکڤق,ترکيڤق
dikepalai,دکڤالاي,دکڤلاءي
mengepalai,مڠڤالاي,مڠڤالاءي
kepang,کڤڠ,کيڤڠ
berkepang,برکڤڠ,برکيڤڠ
kepangan,کڤڠن,کيڤڠن
kepang-kepot,کڤڠ-کڤوت,کيڤڠ-کيڤوت
mengepang,مڠڤڠ,مڠيڤڠ
keperancak,کڤرانچق,کڤرنچق
mengepukkan,مڠڤوقکن,مڠڤوڤکن
kepulesan,کڤوليسن,کڤولسن
kerabat,قرابت,قرابة
kerahi,کرهي,کراهي
kerama,کرام,کراما
kerancang,کرانچڠ,کرنچڠ
kerancak,کرانچق,کرنچق
kerang,کرڠ,کيرڠ
kerang-kerut,کرڠ-کروت,کيرڠ-کروت
kerapan,کرڤن,کراڤن
keras-leras,کرس٢,کراس-لرس
sekeras-keras,سکرس٢,سکرس-کرس
keratin,کراتين,کيراتين
kerau,کراو,کيراو
mengerebok,مڠربوق,مڠريبوق
kerekan,کريقن,کيريقن
kerem,کريم,کرم
kerenan,کرينن,کرنن
kereng,کيريڠ,کرڠ
keret,کريت,کيريت
keri,کري,کيري
kerian,کرين,کريان
berkerikil,برکريقيل,برکريکيل
kering-kontang,کريڠ٢,کريڠ-کونتڠ
kerop,کروڤ,کيروڤ
kerosin,کروسين,کيروسين
kerpasan,کرڤسن,کرڤاسن
kerubian,کروبين,کروبيان
keruk-keruk,کروق٢,کروق-کروق
kerung-kerang,کروڠ٢,کروڠ-کرڠ
kekesateriaan,ککسترياءن,ککساترياءن
kesel,کيسيل,کسل
kesinga,کسيڠا,کسيڠاݢ
kesmaran,کسمرن,کسمارن
kesu-kesi,کسو٢,کسو-کسي
ketapi,کتڤي,کتاڤي
ketaya,کتاي,کتايا
ketek,کيتيق,کتيق
berketika,برکتيکا,برکتيک
mengetuai,مڠتواي,مڠتواءي
ketui,کتوي,کتوءي
khairat,خيرة,خيرات
berkhairat,برخيرت,برخيرات
khakan,خاکن,خقن
khalak,خلق,خلع
khali,خلي,خالي
khalikulalam,خليقالعلم,خالقالعالم
khalis,خليس,خليص
khanah,خنه,خانه
kharajat,خراجت,خراجة
dikhaskan,دخاسکن,دخاصکن
kekhasan,کخاسن,کخاصن
terkhas,ترخص,ترخاس
khasah,خاسه,خاصه
khat,خت,خط
mengekhatkan,مڠختکن,مڠخطکن
khataman,خطمن,ختمن
khatir,خاتر,خاطر
khatulistiwa,خطوليستيوا,خطالاستواء
khi,خي,خاي
khilafah,خلافه,خلافة
khilafiah,خلافية,خلافيه
khinzir,خينزير,خنزير
khudu,خدو,خضوع
khulak,خلاق,خلع
khuluk,خلع,خلق
kekhusyukan,کخشوقن,کخشوعن
mengkhusyukkan,مڠخشوقکن,مڠخشوعکن
khuwatir,خواطر,خواطير
kiai,کياي,کياءي
kiam,کيام,قيام
kiamat,کيامت,قيامة
kesekian,کسکين,کسکيان
kibang-kibut,کيبڠ٢,کيبڠ-کيبوت
kibriah,کبرية,کبريه
kibti,کبت,قبطي
kicang-kecoh,کيچڠ٢,کيچڠ-کيچوه
kicang-kicu,کيچڠ٢,کيچڠ-کيچو
kinayah,کناية,کنايه
kinematik,کينماتيک,کينيماتيک
kingka,کيڠک,کيڠکا
kekinian,ککينين,ککنين
kirbat,کربة,کيربت
kisas,کيساس,قصاس
kismat,کسمة,قسمة
kismet,کيسميت,قسمة
kita,کيتا,کيت
kitabullah,کتابلاله,کتابالله
kizib,کزب,کذب
klac,کلاچ,کلچ
berklik,برکليق,برکليک
mengklik,مڠکليق,مڠکليک
klinisian,کلينيسين,کلينيسيان
klorela,کلوريلا,کلورلا
kloroprena,کلوروڤرينا,کلوروڤرنا
kobalamin,کوبالامين,کوبالمين
pengekod,ڤڠيکود,ڤڠکود
koefisien,کويفيسيئن,کوايفيسين
koheren,کوهيرين,کوهيرن
koktel,کوقتل,کوکتيل
kolesistektomi,کوليسيستيستيکتومي,کوليسيستيکتومي
kolonel,کولونيل,کولونل
berkolum-kolum,برکولوم٢,برکولوم-کولوم
komprehensif,کومڤريهنسيف,کومڤريهينسيف
komunike,کومونيک,کومونيکي
mengonani,مڠوناني,مڠونني
kondem,کوندم,کونديم
konga,کوڠا,کوڠاݢ
kongenital,کوڠݢينيتل,کونݢينيتل
konglomerat,کوڠݢلومرت,کڠݢلومرت
kongruen,کوڠݢروءن,کوڠݢروءين
konsistensi,کونسيستينسي,کونسيستنسي
kontak,کونتق,کونتک
mengontakkan,مڠونتقکن,مڠونتککن
kontang-kanting,کونتڠ-کانتيڠ,کونتڠ-کنتيڠ
terkontang-kanting,ترکونتڠ-کانتيڠ,ترکونتڠ-کنتيڠ
kontingensi,کونتيڠيسي,کونتينݢنسي
sekonyong-konyong,سکوڽوڠ٢,سکوڽوڠ-کوڽوڠ
ko-op,کو٢,کو-اوڤ
kopitiam,کوڤيتيام,کوڤيتيم
dikorbankan,دکربانکن,دقربانکن
kord,کورد,کود
koreng-moreng,کوريڠ٢,کوريڠ-موريڠ
koroner,کورونر,کورونير
kospuskel,کوسڤوسکل,کورڤوسکل
kosekan,کوسيقن,کوسيکن
kosmogoni,کوسموݢي,کوسموݢوني
pengotak-ngotakan,ڤڠوتق-ڠوتاکن,ڤڠوتق-ڠوتقن
krew,کريو,کرو
krioterapi,کريوتراڤي,کريوتيراڤي
kriptografi,کريڤتوݢرافي,کريڤتوݢراڤي
krismas,کريسماس,کريسمس
kriteria,کريتريا,کريتيريا
mengkriteriakan,مڠکريترياکن,مڠکريتيرياکن
menguap,مڠووڤ,مڠواڤ
menguarkan,مڠووارکن,مڠوارکن
menguar-nguarkan,مڠووار-ڠوارکن,مڠوار-ڠوارکن
terkuasai,ترکواساي,ترکواساءي
kuaya,کواي,کوايا
berkubukan,برکوبوقن,برکوبوکن
memperkuda-kudakan,ممڤرکود-کوداکن,ممڤرکودا-کوداکن
kudsi,کودسي,قدسي
kufuan,کفوان,کوفوان
kuih-muih,کوءيه٢,کوءيه-موءيه
kuilu,کوءيلو,کويلو
menguis,مڠوويس,مڠوءيس
penguis,ڤڠوويس,ڤڠوءيس
menguit-nguit,مڠوويت-ڠوءيت,مڠوءيت-ڠوءيت
menguitkan,مڠوءيتکن,مڠوءيت
sekujut,سکوجوت,ڤڠوجوت
kukri,کوقري,کوکري
kuah-kulah,کواه٢,کوله٢
kulansing,کولانسيڠ,کولنسيڠ
kulasentana,کولاسينتان,کولاسنتان
kulub,قلب,قلوب
kuluk,کولوق,قولوق
kulzum,کولزوم,قلزم
kunfayakun,کونفايکون,کنفيکون
kungkuvak,کوڠکوۏق,کوڠکوۏک
kuririk,کوريريک,کوريريق
kurrat,کورت,قرة
kurun,کورون,قرون
berkurun-kurun,برکورون-کورون,برقرون-قرون
kusut-kasau,کوسوت٢,کوسوت-کاساو
kekutuban,ککوتوبن,کقوطوبن
pengutuban,ڤڠوتوبن,ڤڠوطوبن
kutubkhanah,کتبخن,کتبخانه
keterkutukan,کترکوتوکن,کترکوتوقن
kuud,قود,قعود
maab,معب,ماءب
maahad,ماهد,معهد
maakulat,معقولت,معقولات
macam-macam,ماچم-ماچم,ماچم٢
machiavellianisme,ماچياۏليانيسمى,ماچياۏيليانيسمى
macho,مچو,ماچو
madali,مادلي,مدالي
madani,مادني,مدني
maddah,مدده,مدة
maghribi,مغرب,مغربي
mahakarya,مهاکري,مهاکاريا
dimahalkan,دمحالکن,دماهلکن
mahamenteri,مهامينتري,مهامنتري
mahameru,مهامرو,مهاميرو
mahar,ماهر,مهر
maharishi,محاريشي,مهاريشي
maherat,مهرت,مهيرت
mahsuri,محسوري,مهسوري
main-mainan,ماءين٢,ماءين-ماءينن
permajalahan,ڤرمجالهن,ڤرمجلهن
majapahit,مجاڤهيت,مجاڤاهيت
majaz,مجز,مجاز
majezub,مجزوب,مجذوب
semajikan,سماجيکن,سمجيکن
maka,ماک,مک
makalah,مکاله,مقاله
pemakalah,ڤماکله,ڤمقاله
makaroni,مکروني,مکاروني
makas,مکس,ماکس
makemono,مکمونو,ماکيمونو
makmum,معموم,ماموم
makramat,مکرمت,مکرمة
makruf,مکروف,معروف
maksum,مقصوم,معصوم
makyung,مکيوڠ,مقيوڠ
mal,مل,مال
malafide,ملاففيدى,مالافيدي
malai,ملاي,مالاي
bermalaikan,برملايکن,برمالايکن
malaik,ملائق,ملائک
malak,ملق,ملک
malakamo,ملاکامو,مالاکامو
malakatulmaut,ملاکةالموت,ملکةالموت
bermalam,برملام,برمالم
bermalaman,برملامن,برمالمن
bermalam-malam,برملام-مالم,برمالم-مالم
malam-malam,ملام٢,مالم٢
malangkan,مالڠکن,ملڠکن
malapari,ملاڤري,ملاڤاري
malaria,ملاريا,مالاريا
malaun,ملاءون,ملعون
kemalaysiaan,کمليسياءن,کماليسياءن
maleh,ماليه,مليه
maleman,مالمن,مليمن
mali-mali,ملي٢,مالي٢
malignan,مليݢنن,ماليݢنن
malik,ماليق,ملک
malikuljabbar,ملکالجبر,ملکالجبار
malinja,ملينجا,مالينجا
malun,مالون,ملعون
mama,مام,ماما
mamalia,ممليا,ماماليا
mamlakat,مملاکت,مملکة
manasik,مناسيق,مناسک
pemandatorian,ڤمنداتورين,فمنداتورين
mandung,مندوڠ,ماندوڠ
manganin,ماڠانين,مڠانين
manganit,ماڠانيت,مڠانيت
dimangkung,دماڠکوڠ,دمڠکوڠ
mani,ماني,مني
permanian,ڤرمانين,ڤرمنين
manira,مانيرا,منيرا
manis-manisan,مانيس٢,مانيس-مانيسن
manjangan,منجڠن,منجاڠن
pemansuhan,ڤمنسوهن,ڤمنسوخن
mantari,منتري,منتاري
dimanterai,دمنتراي,دمنتراءي
memanterai,ممنتراي,ممنتراءي
mantik,منتق,منطق
mantuk,منتوق,منطوق
manusia,ماءنسيا,ماءنسي
manusiawi,مونسيوي,ماءنسياوي
mapalus,ماڤالوس,مڤالوس
mapel,ماڤل,ماڤيل
maraton,مراتون,ماراتون
marbut,مربوت,مربوط
marhaenis,مرهائينيس,مرهاءينيس
marhalah,مرهاله,مرهلة
marigold,ماريݢولد,ماريݢول
marijuana,ماريجوان,ماريجوانا
maritam,ماريتم,مريتم
marmalad,مرملد,مرمالد
masakan,ماسقن,ماساکن
masakat,مسقة,مشقة
masalode,ماسالودى,مسالودي
mashumi,مشهي,مشومي
masih,ماسيه,مسيح
masihi,ماسيهي,مسيحي
masjidilaqsa,مسجدالقاس,مسجداقصى
maskanat,مسکنت,مسکنة
masnawi,مسناوي,مثناوي
masya-allah,مشاله,ماشاءالله
masyaikh,مشاءيح,مشائخ
masyakah,مشقه,مشقة
masyrik,مشريک,مشرق
matalamat,ماتالمت,متلامت
matan,ماتن,متن
matari,ماتري,متاري
material,ماتريال,ماتيريال
mauduk,مودوق,موضوع
maujudat,موجودت,موجودات
maula,مولا,مولى
maulai,مولاءي,مولاي
maulana,مولان,مولانا
maulhayat,مولحيات,ماءالحياة
maulidurrasul,مولدرالول,مولدالرسول
maun,مون,ماءون
maura,مورا,ماورا
maut,موء,موت
pemautan,ڤماءوتن,ڤموتن
mayapada,مايڤادا,ماياڤادا
mayat,مايت,ميت
mazbah,مذبه,مذبح
mazi,مزي,مذي
mazlum,مزلوم,مظلوم
mazmumah,مزمومه,مذمومه
mazodinia,مزودينيا,مازودينيا
mazurka,مذورک,مازورکا
mecis,مچيس,ميچيس
medal,مدل,ميدل
medalion,مداليون,ميداليون
media,مديا,ميديا
mega,مݢا,ميݢ
megan,مݢن,ميݢن
megatan,مݢتن,ميݢاتن
megawatt,ميݢاوت,ميݢاوات
mejan,ميجن,مجن
mejen,مجين,مجن
mekah,مکه,مکة
mekap,مکڤ,ميکڤ
bermekap,برمکڤ,برميکڤ
dimekapkan,دمکڤکن,دميکڤکن
memekapkan,ممکڤکن,مميکڤکن
bermekaran,برميکرن,برمکرن
kemekaran,کميکرن,کمکرن
pemekaran,ڤميکرن,ڤمکرن
mekmulung,ممکولوڠ,ميقمولوڠ
melabuai,ملابواءي,ملابواي
melambang,ملامبڠ,ملمبڠ
melanin,ملانين,ميلانين
melapari,ملاڤري,ملاڤاري
melaun,ملاءون,ملعون
melik,مليق,ميليق
kemelikan,کمليقن,کميليقن
melioner,مليونير,مليونر
melodrama,ملودراما,ميلودراما
member,ممڤير,ميمبر
memberang,ممڤيرڠ,ممڤرڠ
memek,ممق,ميميق
memoir,مموءير,ميموءير
memorabilia,ممورابيليا,ميمورابيليا
memorandum,ممڤرندوم,ميمورندوم
mempelasari,ممڤلاسري,ممڤلاساري
menasabah,منصبه,مناسبه
mencak-mencak,منچق-منچق,منچق٢
mencih-mencih,منچيه-منچيه,منچيه٢
mencrok,منچروق,مينچروق
mendakan,منداکن,مندقن
mendera,مندرا,منديرا
termengkelan,ترمڠکيلن,ترمڠکلن
meni,مني,ميني
meninges,منيڠيس,مينيڠيس
meningitis,منيڠيتيس,مينيڠيتيس
meniskus,منيسکوس,مينيسکوس
mensiu,مينسيو,منسيو
mensrea,منسريا,مينسريا
menstruasi,منسترواسي,مينسترواسي
mentah-mentah,منته-منته,منته٢
mental,منتل,مينتل
mentaliti,منطليتي,مينتاليتي
mentalun,منطلون,منتالون
mentang-mentang,منتڠ-منتڠ,منتڠ٢
mentol,منتول,مينتول
mentor,منتور,مينتور
menu,منو,مينو
meper,مڤير,ميڤير
merah,مره,ميره
memerah,ممره,ممڤره
memerahi,ممرهي,ممڤرهي
memerahkan,ممرهکن,ممڤرهکن
merah-merang,ميره٢,ميره-مرڠ
pemerah,ڤمره,ڤميره
merambung,مرامبوڠ,مرمبوڠ
merdeheka,مرديهيک,مردهيک
pemerdeka,ڤمرديق,ڤمرديک
merdesa,مردسا,مرديسا
merem,مريم,مرم
memeremkan,ممريمکن,ممرمکن
meres,مريس,ميريس
meridian,مريدين,مريديان
merit,مريت,ميريت
meritokrasi,مريتوکراسي,ميريتوکراسي
merpoi,مرڤوءي,مرڤوي
mesem,مسم,ميسم
mesenteri,مسينتري,ميسينتري
dimesinkan,دمسينکن,دميسينکن
mesingan,مسيڠن,ميسينݢن
mesokarpa,مسوکرڤا,ميسوکرڤا
dimesrai,دمسراي,دمسراءي
termesti,ترميستي,ترمستي
meta,متا,ميتا
memetabolismekan,مميتابوليسميکن,مميتابوليسماکن
metali,متالي,ميتل
metalik,ميتاليک,ميتاليتک
metastabil,ميتستابيل,ميتاستابيل
metereologi,ميتيويلوݢي,ميتيورولوݢي
metil,متيل,ميتيل
mezanin,مزانين,ميزانين
mielin,ميلين,مييلين
mieloma,ميلوما,مييلوما
mihrab,محرب,محراب
mika,ميک,ميکا
mikraj,معرج,معراج
mikroorganisma,ميکرورݢانيسما,ميکرواورݢانيسما
mikrowatt,ميکرووات,ميکرووت
millah,ملاله,ملة
milyuner,ميليونر,ميليونير
mimbar,ميمبر,منبر
minalaidinwalfaizin,منالععالحعالعافليزين,منالعائدينوالفائزين
minhaj,مينهاج,منهاج
memintai,ممينتاي,ممينتاءي
minta-minta,مينتا-مينتا,مينتا٢
